name,color,model,price,Màn hình:,Hệ điều hành:,Camera sau:,Camera trước:,Chip:,RAM:,Dung lượng lưu trữ:,SIM:,"Pin, Sạc:",Danh bạ:,Thẻ nhớ:,Radio FM:,Jack cắm tai nghe:,Pin:
Điện thoại Vivo V25E,Vàng,V25E,7.790.000₫ *,"AMOLED, 6.44"", Full HD+",Android 12,"Chính 64 MP & Phụ 2 MP, 2 MP",32 MP,MediaTek Helio G99,8 GB,128 GB,"2 Nano SIM (SIM 2 chung khe thẻ nhớ), Hỗ trợ 4G","4500 mAh, 44 W",,,,,
Điện thoại Vivo V25E,Đen,V25E,7.790.000₫ *,"AMOLED, 6.44"", Full HD+",Android 12,"Chính 64 MP & Phụ 2 MP, 2 MP",32 MP,MediaTek Helio G99,8 GB,128 GB,"2 Nano SIM (SIM 2 chung khe thẻ nhớ), Hỗ trợ 4G","4500 mAh, 44 W",,,,,
Điện thoại OPPO Find X5 Pro 5G,Đen,,19.990.000₫ ,"AMOLED, 6.7"", Quad HD+ (2K+)",Android 12,"Chính 50 MP & Phụ 50 MP, 13 MP",32 MP,Snapdragon 8 Gen 1,12 GB,256 GB,"2 Nano SIM hoặc 1 Nano SIM + 1 eSIM, Hỗ trợ 5G","5000 mAh, 80 W",,,,,
Điện thoại OPPO Find X5 Pro 5G,Trắng,,19.990.000₫ ,"AMOLED, 6.7"", Quad HD+ (2K+)",Android 12,"Chính 50 MP & Phụ 50 MP, 13 MP",32 MP,Snapdragon 8 Gen 1,12 GB,256 GB,"2 Nano SIM hoặc 1 Nano SIM + 1 eSIM, Hỗ trợ 5G","5000 mAh, 80 W",,,,,
Điện thoại Xiaomi 13 5G,Đen,Xiaomi 13,,"AMOLED, 6.36"", Full HD+",Android 13,"Chính 50 MP & Phụ 12 MP, 10 MP",32 MP,Snapdragon 8 Gen 2 8 nhân,8 GB,256 GB,"2 Nano SIM, Hỗ trợ 5G","4500 mAh, 67 W",,,,,
Điện thoại Xiaomi 13 5G,Xanh lá,Xiaomi 13,,"AMOLED, 6.36"", Full HD+",Android 13,"Chính 50 MP & Phụ 12 MP, 10 MP",32 MP,Snapdragon 8 Gen 2 8 nhân,8 GB,256 GB,"2 Nano SIM, Hỗ trợ 5G","4500 mAh, 67 W",,,,,
Điện thoại Xiaomi 13 Pro 5G,,Xiaomi 13 Pro,,"AMOLED, 6.73"", Quad HD+ (2K+)",Android 13,"Chính 50 MP & Phụ 50 MP, 50 MP",32 MP,Snapdragon 8 Gen 2 8 nhân,12 GB,256 GB,"2 Nano SIM, Hỗ trợ 5G","4820 mAh, 120 W",,,,,
Điện thoại Xiaomi 13 Lite 5G,Xanh Dương,Xiaomi 13 Lite,,"AMOLED, 6.55"", Full HD+",Android 12,"Chính 50 MP & Phụ 8 MP, 2 MP",Chính 32 MP & Phụ 8 MP,Snapdragon 7 Gen 1 8 nhân,8 GB,256 GB,"2 Nano SIM, Hỗ trợ 5G","4500 mAh, 67 W",,,,,
Điện thoại Xiaomi 13 Lite 5G,Đen,Xiaomi 13 Lite,,"AMOLED, 6.55"", Full HD+",Android 12,"Chính 50 MP & Phụ 8 MP, 2 MP",Chính 32 MP & Phụ 8 MP,Snapdragon 7 Gen 1 8 nhân,8 GB,256 GB,"2 Nano SIM, Hỗ trợ 5G","4500 mAh, 67 W",,,,,
Điện thoại Samsung Galaxy S22 Ultra 5G 128GB,Đỏ đô,,17.990.000₫ ,"Dynamic AMOLED 2X, 6.8"", Quad HD+ (2K+)",Android 12,"Chính 108 MP & Phụ 12 MP, 10 MP, 10 MP",40 MP,Snapdragon 8 Gen 1,8 GB,128 GB,"2 Nano SIM hoặc 1 Nano SIM + 1 eSIM, Hỗ trợ 5G","5000 mAh, 45 W",,,,,
Điện thoại Samsung Galaxy S22 Ultra 5G 128GB,Đen,,17.990.000₫ ,"Dynamic AMOLED 2X, 6.8"", Quad HD+ (2K+)",Android 12,"Chính 108 MP & Phụ 12 MP, 10 MP, 10 MP",40 MP,Snapdragon 8 Gen 1,8 GB,128 GB,"2 Nano SIM hoặc 1 Nano SIM + 1 eSIM, Hỗ trợ 5G","5000 mAh, 45 W",,,,,
Điện thoại iPhone 13 128GB,Xanh Dương,128GB,16.990.000₫ ,"OLED, 6.1"", Super Retina XDR",iOS 15,2 camera 12 MP,12 MP,Apple A15 Bionic,4 GB,128 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","3240 mAh, 20 W",,,,,
Điện thoại iPhone 13 128GB,Hồng,128GB,16.990.000₫ ,"OLED, 6.1"", Super Retina XDR",iOS 15,2 camera 12 MP,12 MP,Apple A15 Bionic,4 GB,128 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","3240 mAh, 20 W",,,,,
Điện thoại iPhone 13 128GB,Trắng,128GB,16.990.000₫ ,"OLED, 6.1"", Super Retina XDR",iOS 15,2 camera 12 MP,12 MP,Apple A15 Bionic,4 GB,128 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","3240 mAh, 20 W",,,,,
Điện thoại iPhone 13 128GB,Đen,128GB,16.990.000₫ ,"OLED, 6.1"", Super Retina XDR",iOS 15,2 camera 12 MP,12 MP,Apple A15 Bionic,4 GB,128 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","3240 mAh, 20 W",,,,,
Điện thoại iPhone 13 128GB,Xanh lá,128GB,16.990.000₫ ,"OLED, 6.1"", Super Retina XDR",iOS 15,2 camera 12 MP,12 MP,Apple A15 Bionic,4 GB,128 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","3240 mAh, 20 W",,,,,
Điện thoại iPhone 13 256GB,Trắng,256GB,19.990.000₫ ,"OLED, 6.1"", Super Retina XDR",iOS 15,2 camera 12 MP,12 MP,Apple A15 Bionic,4 GB,256 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","3240 mAh, 20 W",,,,,
Điện thoại iPhone 13 256GB,Đen,256GB,19.990.000₫ ,"OLED, 6.1"", Super Retina XDR",iOS 15,2 camera 12 MP,12 MP,Apple A15 Bionic,4 GB,256 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","3240 mAh, 20 W",,,,,
Điện thoại iPhone 13 256GB,Xanh Dương,256GB,19.990.000₫ ,"OLED, 6.1"", Super Retina XDR",iOS 15,2 camera 12 MP,12 MP,Apple A15 Bionic,4 GB,256 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","3240 mAh, 20 W",,,,,
Điện thoại iPhone 13 256GB,Hồng,256GB,19.990.000₫ ,"OLED, 6.1"", Super Retina XDR",iOS 15,2 camera 12 MP,12 MP,Apple A15 Bionic,4 GB,256 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","3240 mAh, 20 W",,,,,
Điện thoại Samsung Galaxy Z Flip4 5G 128GB,Tím,128GB,15.990.000₫ ,"Chính: Dynamic AMOLED 2X, Phụ: Super AMOLED, Chính 6.7"" & Phụ 1.9"", Full HD+",Android 12,2 camera 12 MP,10 MP,Snapdragon 8+ Gen 1,8 GB,128 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","3700 mAh, 25 W",,,,,
Điện thoại Samsung Galaxy Z Flip4 5G 128GB,Vàng Hồng,128GB,15.990.000₫ ,"Chính: Dynamic AMOLED 2X, Phụ: Super AMOLED, Chính 6.7"" & Phụ 1.9"", Full HD+",Android 12,2 camera 12 MP,10 MP,Snapdragon 8+ Gen 1,8 GB,128 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","3700 mAh, 25 W",,,,,
Điện thoại Samsung Galaxy Z Flip4 5G 128GB,Xanh Dương,128GB,15.990.000₫ ,"Chính: Dynamic AMOLED 2X, Phụ: Super AMOLED, Chính 6.7"" & Phụ 1.9"", Full HD+",Android 12,2 camera 12 MP,10 MP,Snapdragon 8+ Gen 1,8 GB,128 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","3700 mAh, 25 W",,,,,
Điện thoại Samsung Galaxy Z Flip4 5G 128GB,Xám,128GB,15.990.000₫ ,"Chính: Dynamic AMOLED 2X, Phụ: Super AMOLED, Chính 6.7"" & Phụ 1.9"", Full HD+",Android 12,2 camera 12 MP,10 MP,Snapdragon 8+ Gen 1,8 GB,128 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","3700 mAh, 25 W",,,,,
Điện thoại Samsung Galaxy Z Flip4 5G 256GB,Vàng Hồng,256GB,20.990.000₫ ,"Chính: Dynamic AMOLED 2X, Phụ: Super AMOLED, Chính 6.7"" & Phụ 1.9"", Full HD+",Android 12,2 camera 12 MP,10 MP,Snapdragon 8+ Gen 1,8 GB,256 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","3700 mAh, 25 W",,,,,
Điện thoại Samsung Galaxy Z Flip4 5G 256GB,Tím,256GB,20.990.000₫ ,"Chính: Dynamic AMOLED 2X, Phụ: Super AMOLED, Chính 6.7"" & Phụ 1.9"", Full HD+",Android 12,2 camera 12 MP,10 MP,Snapdragon 8+ Gen 1,8 GB,256 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","3700 mAh, 25 W",,,,,
Điện thoại Samsung Galaxy Z Flip4 5G 256GB,Xanh Dương,256GB,20.990.000₫ ,"Chính: Dynamic AMOLED 2X, Phụ: Super AMOLED, Chính 6.7"" & Phụ 1.9"", Full HD+",Android 12,2 camera 12 MP,10 MP,Snapdragon 8+ Gen 1,8 GB,256 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","3700 mAh, 25 W",,,,,
Điện thoại Samsung Galaxy Z Flip4 5G 512GB,Xanh Dương,512GB,18.990.000₫ ,"Chính: Dynamic AMOLED 2X, Phụ: Super AMOLED, Chính 6.7"" & Phụ 1.9"", Full HD+",Android 12,2 camera 12 MP,10 MP,Snapdragon 8+ Gen 1,8 GB,512 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","3700 mAh, 25 W",,,,,
Điện thoại Samsung Galaxy Z Flip4 5G 512GB,Xám,512GB,18.990.000₫ ,"Chính: Dynamic AMOLED 2X, Phụ: Super AMOLED, Chính 6.7"" & Phụ 1.9"", Full HD+",Android 12,2 camera 12 MP,10 MP,Snapdragon 8+ Gen 1,8 GB,512 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","3700 mAh, 25 W",,,,,
Điện thoại Samsung Galaxy Z Flip4 5G 512GB,Tím,512GB,18.990.000₫ ,"Chính: Dynamic AMOLED 2X, Phụ: Super AMOLED, Chính 6.7"" & Phụ 1.9"", Full HD+",Android 12,2 camera 12 MP,10 MP,Snapdragon 8+ Gen 1,8 GB,512 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","3700 mAh, 25 W",,,,,
Điện thoại Samsung Galaxy S23 5G 128GB,Tím nhạt,8GB - 128GB,15.990.000₫ ,"Dynamic AMOLED 2X, 6.1"", Full HD+",Android 13,"Chính 50 MP & Phụ 12 MP, 10 MP",12 MP,Snapdragon 8 Gen 2 8 nhân,8 GB,128 GB,"2 Nano SIM hoặc 1 Nano SIM + 1 eSIM, Hỗ trợ 5G","3900 mAh, 25 W",,,,,
Điện thoại Samsung Galaxy S23 5G 128GB,Đen,8GB - 128GB,15.990.000₫ ,"Dynamic AMOLED 2X, 6.1"", Full HD+",Android 13,"Chính 50 MP & Phụ 12 MP, 10 MP",12 MP,Snapdragon 8 Gen 2 8 nhân,8 GB,128 GB,"2 Nano SIM hoặc 1 Nano SIM + 1 eSIM, Hỗ trợ 5G","3900 mAh, 25 W",,,,,
Điện thoại Samsung Galaxy S23 5G 128GB,Kem,8GB - 128GB,15.990.000₫ ,"Dynamic AMOLED 2X, 6.1"", Full HD+",Android 13,"Chính 50 MP & Phụ 12 MP, 10 MP",12 MP,Snapdragon 8 Gen 2 8 nhân,8 GB,128 GB,"2 Nano SIM hoặc 1 Nano SIM + 1 eSIM, Hỗ trợ 5G","3900 mAh, 25 W",,,,,
Điện thoại Samsung Galaxy S23 5G 128GB,Xanh rêu,8GB - 128GB,15.990.000₫ ,"Dynamic AMOLED 2X, 6.1"", Full HD+",Android 13,"Chính 50 MP & Phụ 12 MP, 10 MP",12 MP,Snapdragon 8 Gen 2 8 nhân,8 GB,128 GB,"2 Nano SIM hoặc 1 Nano SIM + 1 eSIM, Hỗ trợ 5G","3900 mAh, 25 W",,,,,
Điện thoại Samsung Galaxy S23 5G 256GB,Đen,8GB - 256GB,24.990.000₫,"Dynamic AMOLED 2X, 6.1"", Full HD+",Android 13,"Chính 50 MP & Phụ 12 MP, 10 MP",12 MP,Snapdragon 8 Gen 2 8 nhân,8 GB,256 GB,"2 Nano SIM hoặc 1 Nano SIM + 1 eSIM, Hỗ trợ 5G","3900 mAh, 25 W",,,,,
Điện thoại Samsung Galaxy S23 5G 256GB,Tím nhạt,8GB - 256GB,24.990.000₫,"Dynamic AMOLED 2X, 6.1"", Full HD+",Android 13,"Chính 50 MP & Phụ 12 MP, 10 MP",12 MP,Snapdragon 8 Gen 2 8 nhân,8 GB,256 GB,"2 Nano SIM hoặc 1 Nano SIM + 1 eSIM, Hỗ trợ 5G","3900 mAh, 25 W",,,,,
Điện thoại Samsung Galaxy S23 5G 256GB,Kem,8GB - 256GB,24.990.000₫,"Dynamic AMOLED 2X, 6.1"", Full HD+",Android 13,"Chính 50 MP & Phụ 12 MP, 10 MP",12 MP,Snapdragon 8 Gen 2 8 nhân,8 GB,256 GB,"2 Nano SIM hoặc 1 Nano SIM + 1 eSIM, Hỗ trợ 5G","3900 mAh, 25 W",,,,,
Điện thoại Samsung Galaxy S23 5G 256GB,Xanh rêu,8GB - 256GB,24.990.000₫,"Dynamic AMOLED 2X, 6.1"", Full HD+",Android 13,"Chính 50 MP & Phụ 12 MP, 10 MP",12 MP,Snapdragon 8 Gen 2 8 nhân,8 GB,256 GB,"2 Nano SIM hoặc 1 Nano SIM + 1 eSIM, Hỗ trợ 5G","3900 mAh, 25 W",,,,,
Điện thoại iPhone 12 64GB,Tím,64GB,15.790.000₫ ,"OLED, 6.1"", Super Retina XDR",iOS 15,2 camera 12 MP,12 MP,Apple A14 Bionic,4 GB,64 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","2815 mAh, 20 W",,,,,
Điện thoại iPhone 12 64GB,Đen,64GB,,"OLED, 6.1"", Super Retina XDR",iOS 15,2 camera 12 MP,12 MP,Apple A14 Bionic,4 GB,64 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","2815 mAh, 20 W",,,,,
Điện thoại iPhone 12 64GB,Xanh lá,64GB,,"OLED, 6.1"", Super Retina XDR",iOS 15,2 camera 12 MP,12 MP,Apple A14 Bionic,4 GB,64 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","2815 mAh, 20 W",,,,,
Điện thoại iPhone 12 64GB,Xanh Dương,64GB,,"OLED, 6.1"", Super Retina XDR",iOS 15,2 camera 12 MP,12 MP,Apple A14 Bionic,4 GB,64 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","2815 mAh, 20 W",,,,,
Điện thoại iPhone 12 64GB,Trắng,64GB,,"OLED, 6.1"", Super Retina XDR",iOS 15,2 camera 12 MP,12 MP,Apple A14 Bionic,4 GB,64 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","2815 mAh, 20 W",,,,,
Điện thoại iPhone 12 64GB,Đỏ,64GB,15.790.000₫ ,"OLED, 6.1"", Super Retina XDR",iOS 15,2 camera 12 MP,12 MP,Apple A14 Bionic,4 GB,64 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","2815 mAh, 20 W",,,,,
Điện thoại iPhone 12 128GB,Trắng,128GB,17.190.000₫ ,"OLED, 6.1"", Super Retina XDR",iOS 15,2 camera 12 MP,12 MP,Apple A14 Bionic,4 GB,128 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","2815 mAh, 20 W",,,,,
